,CountyName,State,RegionName,RegionCount
2292,Roane County,TN,[37748 37763 37854 37840 37719],5
2293,Roane County,WV,[25276 25286 25234 25243 25270 25259 26141 25251 25005],9
2294,Roanoke City,VA,[24018 24012 24019 24017 24014 24015 24016 24013 24011],9
2295,Roanoke County,VA,[24179 24070 24059],3
2296,Roberts County,SD,[57262 57279 57260],3
2297,Roberts County,TX,[79059],1
2298,Robertson County,KY,[41064],1
2299,Robertson County,TN,[37172 37188 37073 37032 37049 37141 37152],7
2300,Robertson County,TX,[77859 77856 76629 77837 77882],5
2301,Robeson County,NC,[28358 28372 28364 28384 28360 28377 28340 28383 28386 28369 28375],11
2302,Rock County,MN,[56156 56138 56116 56134 56158 56173 56147],7
2303,Rock County,WI,[53511 53546 53545 53548 53534 53563 53536 53525 53576 53537 53505 53501],12
2304,Rock Island County,IL,"[61265 61201 61244 61264 61282 61240 61275 61284 61256 61232 61259 61239
 61242 61257 61279 61278 61236]",17
2305,Rockbridge County,VA,[24450 24472 24555 24435 24460 24579 24439 24578 24473 24483 24415],11
2306,Rockcastle County,KY,[40456 40409 40460],3
2307,Rockdale County,GA,[30094 30013 30012],3
2308,Rockingham County,NC,[27320 27288 27025 27357 27048 27027 27326 27375],8
2309,Rockingham County,NH,"[3038 3079 3801 3053 3833 3842 3087 3874 3077 3857 3865 3042 3885 3811
 3841 3848 3870 3873 3862 3032 3261 3290 3858 3037 3036 3840 3044 3819
 3034 3826 3827 3844 3856 3854 3871 3291]",36
2310,Rockingham County,VA,"[22827 22815 22812 24441 22821 22840 22853 22841 22846 22830 24471 22834
 22832 22850 22831 22811 22820]",17
2311,Rockland County,NY,"[10977 10956 10952 10901 10954 10960 10965 10980 10970 10989 10927 10923
 10920 10994 10983 10962 10993 10913 10968 10974 10984 10976 10986 10964
 10982 10931]",26
2312,Rockwall County,TX,[75087 75189 75032 75132],4
2313,Roger Mills County,OK,[73650 73666],2
2314,Rogers County,OK,[74017 74019 74015 74036 74016 74053 74116 74080],8
2315,Rolette County,ND,[58329 58367 58366 58369],4
2316,Rooks County,KS,[67663 67675],2
2317,Roosevelt County,MT,[59201],1
2318,Roosevelt County,NM,[88130 88132],2
2319,Roscommon County,MI,[48653 48629 48651 48656 48627 48630],6
2320,Roseau County,MN,[56751 56763 56726 56714 56756 56673 56761 56759],8
2321,Ross County,OH,[45601 45628 45612 45644 45647 45681 43115 45673 43101 45617],10
2322,Routt County,CO,[80487 80477 80467 81639 80428 80483 80469 80463 81653 80479],10
2323,Rowan County,KY,[40351 40313],2
2324,Rowan County,NC,"[28146 28144 28147 28023 28138 27013 28088 28159 28071 27054 28125 28072
 28041 28039]",14
2325,Runnels County,TX,[76821 79567 76861 76875 76865],5
2326,Rush County,IN,[46173 46115 46156 46104 46133 46150 46127 46146 46155],9
2327,Rush County,KS,[67548 67575 67565 67556 67520 67559],6
2328,Rusk County,TX,[75652 75654 75684 75691 75681 75667 75682 75658 75689],9
2329,Rusk County,WI,[54848 54819 54766 54895 54530 54526 54731 54563],8
2330,Russell County,AL,[36867 36869 36856 36875 36860 36871 36858],7
2331,Russell County,KS,[67665 67648 67640 67649 67658],5
2332,Russell County,KY,[42642 42629],2
2333,Russell County,VA,[24266 24260 24224 24639 24283 24649 24225 24237 24280 24272 24270 24239],12
2334,Rutherford County,NC,"[28043 28139 28040 28114 28018 28746 28756 28160 28167 28024 28076 28019
 28720]",13
2335,Rutherford County,TN,[37128 37130 37167 37129 37086 37127 37037 37153 37085 37060 37149 37118],12
2336,Rutland County,VT,"[5701 5733 5743 5777 5764 5735 5763 5751 5773 5759 5765 5774 5739 5732
 5738 5761 5757 5758 5737 5762 5775 5736 5744 5730 5742 5731]",26
2337,Sabine County,TX,[75948 75930 75968 75959],4
2338,Sabine Parish,LA,[71449 71486 71429 71419 71462 71065 71406 71426],8
2339,Sac County,IA,[50583 51450 51458 51053 51466 50535 51433 50561 50567],9
2340,Sacramento County,CA,"[95630 95608 95823 95758 95670 95624 95831 95828 95628 95610 95621 95822
 95825 95826 95821 95757 95843 95833 95835 95662 95820 95834 95838 95842
 95816 95660 95818 95632 95824 95829 95864 95815 95841 95827 95819 95817
 95814 95673 95742 95811 95832 95683 95693 95626 95655 95690 95641 95638
 95615 95830 95680]",51
2341,Sagadahoc County,ME,[4530 4086 4357 4579 4008 4562 4287 4548],8
2342,Saginaw County,MI,"[48601 48603 48602 48638 48609 48623 48604 48415 48734 48616 48655 48626
 48722 48637 48417 48649 48607 48614 48724]",19
2343,Saguache County,CO,[81125 81131 81149 81143 81155 81248],6
2344,Saint Bernard Parish,LA,[70043 70092 70032 70075 70085],5
2345,Saint Charles County,MO,"[63376 63301 63366 63303 63368 63385 63304 63367 63348 63341 63332 63373
 63386 63365]",14
2346,Saint Charles Parish,LA,[70070 70047 70087 70030 70057 70079 70039 70080 70031],9
2347,Saint Clair County,AL,[35120 35004 35125 35146 35128 35953 35054 35131 35133 35987 35135 35112],12
2348,Saint Clair County,IL,"[62269 62226 62221 62220 62223 62208 62206 62258 62207 62232 62260 62203
 62243 62254 62204 62201 62239 62285 62264 62257 62240 62255 62282 62289
 62059]",25
2349,Saint Clair County,MI,"[48060 48059 48001 48079 48040 48074 48039 48054 48049 48097 48023 48041
 48014 48064 48063 48006 48027 48002 48022 48028 48032]",21
2350,Saint Clair County,MO,[64776 64724 64763 64738 64780],5
2351,Saint Croix County,WI,[54016 54017 54025 54002 54023 54015 54013 54028 54082 54007 54027],11
2352,Saint Francis County,AR,[72335 72326 72348 72372 72346 72394 72359 72392 72340],9
2353,Saint Francois County,MO,[63640 63601 63628 63624 63036 63087 63653 63637],8
2354,Saint Helena Parish,LA,[70441 70453],2
2355,Saint James Parish,LA,[70090 70763 70052 70071 70086 70723 70743 70792],8
2356,Saint John the Baptist Parish,LA,[70068 70084 70049 70051 70076],5
2357,Saint Johns County,FL,[32259 32084 32092 32082 32086 32080 32081 32095 32145 32033],10
2358,Saint Joseph County,IN,"[46544 46614 46545 46530 46628 46619 46637 46615 46561 46617 46613 46635
 46601 46616 46554 46536 76824]",17
2359,Saint Joseph County,MI,[49091 49093 49099 49042 49040 49072 49032 49030 49066 49075],10
2360,Saint Landry Parish,LA,[70570 70535 70512 70584 70577 70589 70750 71353 71358 70541 71356],11
2361,Saint Lawrence County,NY,"[13662 13669 13676 13617 13642 13668 13667 13646 13613 13658 13697 13654
 13625 13660 13652 13694 13630 13684 12967 13680 13635 13690 13681 13672
 13621 13664 13687 12965 13670 12927 13614 12973 13696 13639 13633 12922]",36
2362,Saint Louis City,MO,"[63116 63109 63108 63139 63118 63112 63104 63110 63111 63115 63103 63113
 63106 63147 63120 63101 63102]",17
2363,Saint Louis County,MN,"[55811 55746 55803 55804 55792 55805 55807 55806 55810 55812 55731 55734
 55719 55808 55779 55705 55802 55741 55768 55723 55790 55750 55706 55771
 55751 55732 55736 55710 55713 55708 55724 55781 55765 55703 55763 55738
 55711 55782 56669 55702 55602 55717 55796 55758 55725]",45
2364,Saint Louis County,MO,"[63123 63021 63129 63031 63136 63033 63017 63026 63122 63114 63146 63119
 63011 63125 63130 63128 63121 63043 63141 63042 63138 63135 63137 63105
 63074 63034 63126 63131 63005 63132 63025 63143 63134 63144 63124 63117
 63044 63088 63040 63133 63038 63127 63140]",43
2365,Saint Lucie County,FL,"[34953 34952 34983 34986 34982 34951 34949 34984 34950 34987 34947 34946
 34945 34981]",14
2366,Saint Martin Parish,LA,[70517 70582 70521],3
2367,Saint Mary Parish,LA,[70380 70538 70544 70392 70342 70514],6
2368,Saint Marys County,MD,"[20653 20659 20619 20650 20636 20634 20621 20620 20684 20624 20609 20692
 20680 20674 20618 20690 20628 20667 20630 20626 20656 20687 20686 20606
 20660 20627]",26
2369,Saint Tammany Parish,LA,"[70433 70458 70461 70448 70471 70460 70435 70447 70452 70445 70420 70437
 70431 76061 70464 70463]",16
2370,Sainte Genevieve County,MO,[63670 63627 63673],3
2371,Salem City,VA,[24153],1
2372,Salem County,NJ,[8070 8069 8318 8079 8098 8067 8001 8023 8072 8038],10
2373,Saline County,AR,[72015 72019 71909 72022 72002 72065 72011 72087 72167 72122],10
2374,Saline County,IL,[62946 62930 62917 62935 62977 62817],6
2375,Saline County,KS,[67401 67448 67416 67425 67470 67442],6
2376,Saline County,MO,[65340 65349 65351 65347 65339 65321 65330],7
2377,Saline County,NE,[68333 68465 68359 68343 68341 68464 68453 68445],8
2378,Salt Lake County,UT,"[84096 84119 84121 84020 84107 84047 84123 84106 84120 84065 84081 84095
 84129 84116 84070 84103 84088 84118 84115 84117 84009 84084 84102 84094
 84105 84092 84109 84044 84124 84128 84108 84093 84104 84111 84101 84006]",36
2379,Saluda County,SC,[29138],1
2380,Sampson County,NC,[28328 28382 28366 28318 28441 28385 28344 28444 28393],9
2381,San Augustine County,TX,[75972 75929],2
2382,San Benito County,CA,[95023 95045 95043 95075],4
2383,San Bernardino County,CA,"[91709 92336 92345 91730 92335 91710 92376 92399 91786 92346 92407 92404
 91762 92324 91761 92392 91764 92395 92308 92307 92373 92374 92410 91701
 91739 92311 91763 92284 92277 92301 92394 92337 92354 91784 92405 91737
 92316 92411 92377 92344 92314 91708 92325 92252 92313 92408 92315 92371
 92359 92356 92363 92342 92397 92382 92372 92317 92256 92352 92285 92386
 92365 92242 92391 93562 92401 92321 92398 92339 92333 92358 92268 92368
 92385 92347 92378 92305 92327 92322 92341 91759 92309 92318 92332]",83
2384,San Diego County,CA,"[91910 92126 91911 92101 92109 92021 92104 92154 92115 92130 92105 92122
 92117 92128 92020 92056 92071 92024 92057 92103 91977 92037 92078 92026
 92114 91942 92028 92129 92111 91950 92027 92116 92009 92054 92064 92127
 92040 91913 92025 92069 92084 92019 92058 92102 92107 92113 92065 92108
 91941 92131 92110 92123 92120 92008 92083 92124 92081 92139 91932 92011
 92119 91915 92118 91945 92106 92173 92029 92082 92014 92010 92075 91901
 91902 92007 91914 92067 91935 91978 92003 92004 92036 92121 91906 91980
 92061 91962 91916 92091 92086 91905 92070 91963 92059 91917 91934 92060
 92066 91931 91948]",99
2385,San Francisco County,CA,"[94109 94110 94122 94112 94115 94117 94102 94121 94118 94103 94114 94107
 94116 94123 94131 94133 94134 94124 94132 94105 94127 94108 94158 94111
 94129 94104]",26
2386,San Jacinto County,TX,[77331 77371 77364 77359 77326],5
2387,San Joaquin County,CA,"[95207 95206 95336 95376 95240 95209 95337 95204 95210 95205 95219 95242
 95377 95212 95330 95215 95366 95391 95203 95320 95304 95202 95220 95258
 95236 95237 95231 95227 95686 95253 95230]",31
2388,San Juan County,CO,[81433],1
2389,San Juan County,NM,[87401 87410 87413 87402 87417 87416 87415 87421 87418 87412 87419],11
2390,San Juan County,UT,[84511 84535 84512 84530],4
2391,San Juan County,WA,[98250 98245 98261 98279 98280 98243 98286 98222],8
2392,San Luis Obispo County,CA,"[93446 93401 93422 93420 93405 93444 93402 93442 93433 93449 93465 93428
 93445 93430 93451 93453 93426 93424 93432 93461 93435]",21
2393,San Mateo County,CA,"[94080 94015 94403 94010 94066 94025 94404 94044 94061 94401 94014 94070
 94063 94002 94402 94062 94030 94019 94065 94028 94027 94005 94018 94038
 94037 94020 94060 94074 94021]",29
2394,San Miguel County,CO,[81435 81423 81430 81426 81325],5
2395,San Miguel County,NM,[  791 87701 87552 87535 87560 87745 87742 87562 87565 87573 87538],11
2396,San Patricio County,TX,[78374 78362 78336 78387 78368 78390 78370 78335 78359 78352],10
2397,San Saba County,TX,[76877 76871 76832],3
2398,Sanborn County,SD,[57359],1
2399,Sanders County,MT,[59873 59859 59874 59845 59853 59844 59831 59856 59848],9
2400,Sandoval County,NM,"[87124 87144 87004 87048 87043 87013 87001 87025 87024 87053 87041 87083
 87027 87044 87046]",15
2401,Sandusky County,OH,[43420 44811 43410 43431 43469 43464 43435 43442 43407 44828],10
2402,Sangamon County,IL,"[62704 62702 62703 62711 62629 62712 62707 62563 62615 62561 62684 62558
 62670 62677 62701 62693 62530 62520 62545 62539 62661 62625 62515 62536
 62689 62570]",26
2403,Sanilac County,MI,"[48450 48422 48471 48453 48416 48427 48419 48469 48472 48466 48401 48454
 48456 48426 48465 48434]",16
2404,Sanpete County,UT,"[84627 84647 84642 84629 84634 84646 84662 84622 84632 84643 84667 84665
 84630]",13
2405,Santa Barbara County,CA,"[93436 93117 93455 93458 93101 93454 93105 93103 93013 93111 93110 93108
 93109 93463 93460 93427 93434 93067 93440 93441 93429]",21
2406,Santa Clara County,CA,"[95123 95035 95051 95014 95112 94087 95125 94086 95008 95020 95124 95037
 95136 95127 95111 95126 94040 95050 94303 95129 95128 95134 94043 95116
 95120 95122 95070 94306 95132 95148 95118 95032 95117 95121 95131 94085
 94089 95133 95054 94024 94301 94022 95135 94041 95110 95138 95030 95130
 94305 95033 95119 95046 94304 95139 95113 95002 95140 95141]",58
2407,Santa Cruz County,AZ,[85621 85648 85646 85624 85637 85640 85611],7
2408,Santa Cruz County,CA,"[95076 95060 95062 95003 95066 95010 95073 95006 95018 95065 95019 95005
 95064 95017 95007 95041]",16
2409,Santa Fe County,NM,[87507 87505 87501 87508 87506 87015 87567 87010 87574 87540 87056],11
2410,Santa Rosa County,FL,[32566 32571 32570 32563 32583 32561 32565 32530],8
2411,Sarasota County,FL,"[34293 34231 34232 34285 34243 34287 34238 34275 34292 34234 34236 34233
 34286 34228 34235 34239 34237 34242 34241 34288 34240 34229 34291 34201
 34289]",25
2412,Saratoga County,NY,"[12065 12866 12020 12118 12831 12019 12188 12803 12822 12134 12170 12148
 12833 12871 12835 12027 12074 12850 12859 12151 12878 12863 12843 12884]",24
2413,Sarpy County,NE,[68123 68046 68005 68128 68028 68133 68147 68059],8
2414,Sauk County,WI,"[53913 53959 53578 53583 53588 53941 53561 53951 53577 53943 53940 53961
 53942]",13
2415,Saunders County,NE,"[68066 68003 68073 68017 68065 68015 68041 68070 68050 68648 68018 68033
 68040 68042]",14
2416,Sawyer County,WI,[54843 54876 54896 54835 54828 54867 54862],7
2417,Schenectady County,NY,"[12309 12303 12302 12306 12304 12308 12305 12307 12053 12056 12137 12150
 12008]",13
2418,Schley County,GA,[31806],1
2419,Schoharie County,NY,"[12043 12122 12157 12149 13459 12066 12076 12093 12092 12175 12160 12187
 12035 12194 12036 12131 12071 12031]",18
2420,Schoolcraft County,MI,[49854 49840 49883],3
2421,Schuyler County,IL,[62681 62624],2
2422,Schuyler County,MO,[63546],1
2423,Schuyler County,NY,[14891 14812 14865 14818 14869 14805 14841 14815 14878 14824 14876 14863],12
2424,Schuylkill County,PA,"[17901 17972 18252 17963 17961 17921 17976 17954 17931 17948 17922 17960
 17970 18237 17980 17967 17938 17981 18218 18214 17965 17929 17935 17959
 17983 18211 17985 17941 17964 17936 18248 17930 17953 17934 18231 17982
 17925 17978 17923 17968 17974 17957 18242 17951 17952 18220 17946 17944
 17943 18245 17979 17945 19549]",53
2425,Scioto County,OH,[45662 45694 45648 45663 45653 45629 45652 45657 45682 45671 45630],11
2426,Scotland County,NC,[28352 28351 28396 28343 28363],5
2427,Scott County,AR,[72958 72944 72926 72950 72841],5
2428,Scott County,IA,"[52722 52806 52804 52803 52807 52802 52748 52753 52726 52801 52773 52756
 52768 52728 52746 52745 52765 52767 52758]",19
2429,Scott County,IL,[62694],1
2430,Scott County,IN,[47170 47102 47138 47177],4
2431,Scott County,KS,[67871],1
2432,Scott County,KY,[40324 40379 40370],3
2433,Scott County,MN,[55379 55372 55378 56071 56011 55352 55020 55054],8
2434,Scott County,MO,[63801 63780 63740 63736 63771 63767 63758 63784],8
2435,Scott County,MS,[39074 39117 39092 39359],4
2436,Scott County,TN,[37841 37755 37756 37852 37892],5
2437,Scott County,VA,[24251 24271 24290 24258 24250 24245],6
2438,Scotts Bluff County,NE,[69361 69341 69357 69358 69356 69352 69355],7
2439,Screven County,GA,[30467 30446 30455],3
2440,Scurry County,TX,[79549 79526 79527 79517],4
2441,Searcy County,AR,[72650 72645 72675 72680 72639 72686 72636],7
2442,Sebastian County,AR,[72903 72901 72904 72908 72936 72916 72941 72923 72937 72940 72938 72945],12
2443,Sedgwick County,CO,[80737 80744 80749],3
2444,Sedgwick County,KS,"[67212 67203 67217 67207 67037 67218 67216 67213 67226 67211 67204 67208
 67206 67205 67214 67220 67060 67209 67235 67219 67230 67147 67210 67110
 67052 67101 67215 67026 67202 67025 67030 67067 67228 67050 67108 67001
 67149 67016 67223 67227 67232 67055]",42
2445,Seminole County,FL,"[32765 32771 32708 32746 32714 32707 32773 32779 32701 32750 32766 32730
 32732]",13
2446,Seminole County,GA,[39845 39859],2
2447,Seminole County,OK,[74868 74884 74849 74818 74867 74830 74837],7
2448,Seneca County,NY,[13148 13165 14489 14521 14847 14541 13146 14860 13065],9
2449,Seneca County,OH,"[44883 44830 44818 44836 44807 44867 44853 44802 44815 44841 44844 44809
 44861]",13
2450,Sequatchie County,TN,[37327],1
2451,Sequoyah County,OK,[74955 74948 74954 74962 74435 74936],6
2452,Sevier County,AR,[71832 71846 71842 71841 71823],5
2453,Sevier County,TN,[37876 37862 37865 37764 37738 37863],6
2454,Sevier County,UT,[84701 84754 84654 84724 84620 84652 84711 84730 84739 84657 84744],11
2455,Seward County,KS,[67901 67859],2
2456,Seward County,NE,[68434 68405 68456 68423 68313 68360 68439 68314 68364 68330],10
2457,Shackelford County,TX,[76430 76464],2
2458,Shannon County,MO,[65438 65588 65466 65479],4
2459,Sharp County,AR,[72529 72521 72542 72513 72532 72482 72466 72569],8
2460,Shasta County,CA,"[96003 96001 96002 96007 96019 96088 96073 96013 96008 96051 96028 96062
 96069 96087 96047 96096 96084 96089 96065 96033 96016 96040 96071 96011
 96017]",25
2461,Shawano County,WI,[54166 54107 54414 54499 54111 54486 54128 54416 54137 54928 54450 54948],12
2462,Shawnee County,KS,"[66614 66604 66605 66606 66611 66607 66610 66618 66617 66609 66616 66608
 66615 66612 66542 66409 66619 66402 66539 66603 66533 66546]",22
2463,Sheboygan County,WI,"[53081 53083 53073 53085 53070 53020 53013 53075 53011 53044 53001 53093
 53023 53031]",14
2464,Shelby County,AL,"[35007 35124 35040 35080 35115 35043 35051 35114 35147 35186 35178 35143
 35078 35176]",14
2465,Shelby County,IA,[51537 51570 51531 51530 51446 51527 51565 51562 51447 51578],10
2466,Shelby County,IL,"[62565 62550 61957 62571 62463 62534 62422 62431 62462 62465 62553 62444
 62438]",13
2467,Shelby County,IN,[46176 46126 46161 46130 46182 47234 46110 46144],8
2468,Shelby County,KY,[40065 40067 40076 40003 40022],5
2469,Shelby County,MO,[63468 63437 63469 63434 63443 63439 63450],7
2470,Shelby County,OH,[45365 45302 45845 45306 45334 45363 45333 45340 45360 45336 45353],11
2471,Shelby County,TN,"[38016 38017 38111 38115 38109 38128 38125 38134 38116 38127 38002 38018
 38118 38104 38117 38114 38135 38119 38053 38122 38106 38138 38103 38133
 38141 38107 38108 38112 38120 38139 38105 38126]",32
2472,Shelby County,TX,[75935 75975 75954 75973 75974],5
2473,Shenandoah County,VA,[22657 22664 22824 22842 22844 22644 22660 22652 22810 22847 22641 22845],12
2474,Sherburne County,MN,[55330 55309 55398 55308 55319],5
2475,Sheridan County,NE,[69347],1
2476,Sheridan County,WY,[82801 82839 82836 82842 82833 82832 82835 82831 82838 82845 82837],11
2477,Sherman County,KS,[67735 67741 67733],3
2478,Sherman County,NE,[68844],1
2479,Sherman County,OR,[97065 97039 97050 97029],4
2480,Shiawassee County,MI,"[48867 48429 48848 48872 48817 48418 48449 48857 48414 48460 48841 48476
 48882]",13
2481,Shoshone County,ID,[83837 83850 83873 83849 83839 83868 83846 83867 83808 83802 83874],11
2482,Sibley County,MN,[55307 55334 55396 56044 55335 55338 55366],7
2483,Sierra County,CA,[96118 95936 96125 96124 96126 95910 95944],7
2484,Sierra County,NM,[87901 87935 87942 87931 87930 88042 87943 87939],8
2485,Silver Bow County,MT,[59701 59750 59748 59743],4
2486,Simpson County,KY,[42134],1
2487,Simpson County,MS,[39111 39114 39044 39149 39082 39062],6
2488,Sioux County,IA,[51250 51041 51247 51023 51239 51003 51238 51234 51027 51022 51036 51011],12
2489,Siskiyou County,CA,"[96097 96067 96094 96064 96025 96032 96027 96057 96044 96039 96023 96038
 96058 96050 96037 96086 96034 95568 96014 96031 96085]",21
2490,Skagit County,WA,"[98273 98221 98284 98274 98233 98257 98237 98232 98235 98267 98283 98263
 98255]",13
2491,Skamania County,WA,[98648 98610 98605 98639 98651],5
2492,Smith County,KS,[66967 66951 66952 67638 66932 67628],6
2493,Smith County,MS,[39168 39153 39116 39152],4
2494,Smith County,TN,[37030 38563 37145 38547 38560 38567 37151 38552],8
2495,Smith County,TX,"[75703 75701 75771 75702 75707 75762 75791 75757 75704 75706 75789 75708
 75709 75750 75792 75705]",16
2496,Smyth County,VA,[24354 24319 24370 24311 24375],5
2497,Snohomish County,WA,"[98012 98208 98270 98204 98258 98223 98036 98026 98087 98203 98201 98290
 98021 98011 98271 98037 98272 98292 98275 98020 98296 98043 98252 98294
 98251 98241 98256 98224]",28
2498,Snyder County,PA,[17870 17842 17853 17813 17876 17864 17812 17827],8
2499,Socorro County,NM,[87801 87825 87062 87006 87832 87823 87828 87831],8
2500,Solano County,CA,"[94533 95687 94591 94590 94534 95688 94510 94585 94589 95620 94571 94535
 94592 95625 94512]",15
2501,Somerset County,MD,[21853 21817 21822 21871 21838 21821 21824 21867 21866],9
2502,Somerset County,ME,"[4976 4937 4950 4957 4967 4911 4924 4971 4965 4958 4943 4920 4945 4942
 4979 4961 4978 4912 4929 4923 4925 4985]",22
2503,Somerset County,NJ,"[8873 8844 8807 7920 8876 7059 8812 8805 7921 8835 8823 8502 8869 7924
 8558 7069 8880 8853 8836 7931 7934 8553 7977 8528 8821]",25
2504,Somerset County,PA,"[15501 15963 15552 15530 15557 15531 15541 15563 15926 15935 15622 15928
 15558 15936 15542 15924 15538 15551 15411 15937 15547 15502 15546 15540
 15562 15959 15560 15520 15561 15553 15544 15532 15555 15564 15953 15548
 15565]",37
2505,Somervell County,TX,[76043 76077 76070],3
2506,Sonoma County,CA,"[94928 95403 95476 95404 94954 95401 94952 95407 95409 95472 95492 95405
 95448 95425 94931 95436 95446 94951 95442 95465 95441 94923 95416 95452
 95444 95462 95421 95433 95439 95497 94922 95450 95471 94972 95419 95430
 95412]",37
2507,Southampton County,VA,[23837 23866 23827 23829 23878 23874 23844 23828],8
2508,Spalding County,GA,[30223 30224],2
2509,Spartanburg County,SC,"[29301 29349 29316 29303 29307 29306 29302 29388 29323 29334 29369 29365
 29322 29330 29385 29376 29372 29335 29374 29333 29320 29377 29368 29378
 29375 29329 29346 29338 29331 29324]",30
2510,Spencer County,IN,[47635 47523 47579 47634 47615 47611 47577 47531 47537 47550 47617 47552],12
2511,Spencer County,KY,[40071 40046],2
2512,Spink County,SD,[57469 57476 57434 57436 57440 57461 57465 57424 57477 57429],10
2513,Spokane County,WA,"[99208 99205 99206 99223 99207 99216 99224 99203 99212 99004 99202 99201
 99217 99016 99037 99218 99006 99019 99021 99204 99005 99022 99001 99027
 99003 99025 99009 99036 99031 99030 99012 99023 99014 99018 99020 99039]",36
2514,Spotsylvania County,VA,[22407 22405 22401 22408 22406 22551 22553 22534],8
2515,Stafford County,KS,[67576 67578 67557 67545],4
2516,Stafford County,VA,[22554 22556],2
2517,Stanislaus County,CA,"[95355 95350 95307 95380 95382 95361 95351 95356 95358 95354 95363 95367
 95357 95368 95360 95326 95386 95316 95328 95319 95313 95323 95387 95385]",24
2518,Stanley County,SD,[57532],1
2519,Stanly County,NC,[28001 28128 28097 28129 28163 28137 28009 28109],8
2520,Stanton County,NE,[68779 68768],2
2521,Stark County,IL,[61491 61483 61421 61449 61479],5
2522,Stark County,ND,[58601 58622 58652 58630 58655 58656 58641],7
2523,Stark County,OH,"[44646 44720 44601 44685 44708 44709 44641 44647 44705 44706 44718 44721
 44614 44657 44714 44707 44632 44710 44662 44703 44730 44704 44643 44626
 44688 44666 44608 44613 44669 44702 44671 44652 44670 44640]",34
2524,Starke County,IN,[46534 46574 46366 46532 46531 46374 46572],7
2525,Starr County,TX,[78582 78584 78548 78547 78545 78588 78591 78536 78585],9
2526,Staunton City,VA,[24401],1
2527,Stearns County,MN,"[56301 56303 56377 56304 56387 56378 56374 56320 56362 56352 56310 56307
 56368 55382 55353 56340 56312 55329 56331 56316 56375 56369 56376 56356
 56325 56335 56371]",27
2528,Steele County,MN,[55060 55917 55049 56026 56035 56046],6
2529,Steele County,ND,[58046 58065],2
2530,Stephens County,GA,[30577 30538],2
2531,Stephens County,OK,[73533 73055 73529 73534 73491 73548 73442],7
2532,Stephens County,TX,[76424 76481],2
2533,Stephenson County,IL,"[61032 61048 61019 61062 61060 61018 61070 61089 61039 61067 61013 61050
 61044]",13
2534,Steuben County,IN,[46703 46737 46742 46747 46779 46776],6
2535,Steuben County,NY,"[14830 14843 14810 14870 14572 14801 14840 14823 14821 14807 14873 14809
 14879 14826 14858 14418 14898 14885 14855 14819 14839 14820 14808 14877
 14874 14827 14856 14529]",28
2536,Stevens County,KS,[67951 67952],2
2537,Stevens County,MN,[56267 56244 56221 56235 56207],5
2538,Stevens County,WA,"[99114 99026 99141 99109 99148 99181 99173 99110 99101 99157 99013 99040
 99167 99126 99129 99137 99034 99151 99131]",19
2539,Stewart County,GA,[31825 31815 31821],3
2540,Stewart County,TN,[37058 37079 37050 37023 37028],5
2541,Stillwater County,MT,[59019 59063 59001 59069 59028 59061 59067 59071],8
2542,Stoddard County,MO,[63841 63825 63730 63960 63822 63846 63735 63936 63738 63850],10
2543,Stokes County,NC,[27021 27052 27043 27019 27046 27016 27022 27042],8
2544,Stone County,AR,[72560 72051 72533 72663 72567 72555],6
2545,Stone County,MO,[65737 65686 65747 65656 65633 65611 65681 65624 65675],9
2546,Stone County,MS,[39577 39573 39561],3
2547,Story County,IA,"[50010 50014 50201 50248 50124 50161 50244 50236 50046 50056 50105 50055
 50278 50134 50154]",15
2548,Strafford County,NH,"[3820 3867 3878 3825 3824 3835 3868 3851 3839 3884 3861 3855 3869 3887
 3823 3852]",16
2549,Stutsman County,ND,[58401 58467 58483 58497 58424 58420 58455 58476 58496 58426],10
2550,Sublette County,WY,[82941 83113 82923 83115 82922 82925],6
2551,Suffolk City,VA,[23434 23435 23437 23438 23432 23433 23436],7
2552,Suffolk County,MA,"[2135 2151 2124 2127 2130 2128 2118 2150 2136 2125 2116 2131 2119 2132
 2115 2215 2134 2121 2122 2126 2114 2129 2152 2120 2111 2113 2210 2109
 2108 2110 2199]",31
2553,Suffolk County,NY,"[11746 11706 11772 11743 11757 11779 11704 11717 11787 11937 11727 11901
 11722 11731 11741 11725 11763 11729 11701 11720 11776 11967 11795 11768
 11747 11784 11946 11968 11754 11733 11961 11782 11726 11788 11703 11963
 11780 11702 11953 11949 11738 11751 11730 11951 11778 11950 11790 11767
 11742 11764 11755 11798 11766 11713 11716 11954 11777 11769 11971 11740
 11752 11792 11933 11705 11934 11789 11978 11942 11944 11952 11721 11940
 11786 11980 11935 11976 11955 11977 11715 11930 11796 11719 11718 11941
 11959 11932 11724 11964 11749 11931 11965 11960 11939 11975 11948 11957
 11947 11962 11770 11958 11739  6390 11972 11956 11970   501]",106
2554,Sullivan County,IN,[47882 47879 47850 47838 47848 75015 47855 47861 47849 47869 47865],11
2555,Sullivan County,MO,[63556 63545 64646 63560 63566],5
2556,Sullivan County,NH,[3743 3773 3603 3753 3782 3781 3280 3745 3605 3284 3752 3770 3601 3607],14
